ts,cpu_total,cpu_max_core,ram_used_gb,cpu_server_pct,cpu_client_pct,gpu0_util,gpu0_memutil,gpu0_mem_mib,gpu0_power_w
1785126621.684,6.9,100.0,73.14,54.0,0.0,0,0,0,33.33
1785126622.684,6.9,100.0,73.12,36.0,0.0,0,0,0,33.28
1785126623.684,8.4,100.0,73.08,38.0,0.0,0,0,0,33.33
1785126624.684,6.8,100.0,73.08,27.0,0.0,0,0,0,33.42
1785126625.684,8.2,100.0,73.07,32.0,0.0,0,0,0,33.43
1785126626.684,6.9,100.0,73.07,34.9,0.0,0,0,0,33.43
1785126627.685,7.3,100.0,73.07,19.0,0.0,0,0,0,33.38
1785126628.685,6.2,100.0,73.07,22.0,0.0,0,0,0,33.33
1785126629.685,6.9,100.0,73.06,24.0,0.0,0,0,0,33.24
1785126630.685,7.1,100.0,73.04,18.0,0.0,0,0,0,33.23
1785126631.685,6.3,100.0,73.05,16.0,0.0,0,0,0,33.28
1785126632.685,6.0,100.0,73.02,21.0,0.0,0,0,0,33.34
1785126633.685,5.7,100.0,73.01,23.0,0.0,0,0,0,33.39
1785126634.685,6.1,100.0,73.01,20.0,0.0,0,0,0,33.33
1785126635.685,6.1,88.1,73.04,24.0,0.0,0,0,0,33.33
1785126636.686,5.7,100.0,73.05,29.0,0.0,0,0,0,33.39
1785126637.686,5.2,100.0,73.05,18.0,0.0,0,0,0,33.39
1785126638.686,6.4,100.0,73.03,23.0,0.0,0,0,0,33.34
1785126639.686,5.4,100.0,73.04,18.0,0.0,0,0,0,33.29
1785126640.686,5.6,100.0,73.04,26.0,0.0,0,0,0,33.30
1785126641.686,5.6,100.0,73.03,40.0,0.0,0,0,0,33.35
1785126642.686,6.0,100.0,73.05,42.0,0.0,0,0,0,33.31
1785126643.686,7.7,100.0,73.08,176.0,0.0,0,0,0,33.20
1785126644.686,5.6,100.0,73.09,10.0,0.0,0,0,0,33.20
1785126645.687,5.6,100.0,73.09,15.0,0.0,0,0,0,33.20
1785126646.687,5.5,100.0,73.07,21.0,0.0,0,0,0,33.25
1785126647.687,7.9,100.0,73.07,94.9,0.0,0,0,0,33.29
1785126648.687,6.8,100.0,73.06,42.0,0.0,0,0,0,33.23
1785126649.687,6.8,100.0,73.06,23.0,0.0,0,0,0,33.27
1785126650.687,6.9,100.0,73.05,7.0,0.0,0,0,0,33.27
1785126651.687,6.9,100.0,73.07,6.0,0.0,0,0,0,33.28
1785126652.687,7.6,100.0,72.50,26.0,0.0,0,0,0,33.34
1785126653.687,6.5,100.0,72.52,36.0,0.0,0,0,0,33.29
1785126654.687,6.4,100.0,72.52,28.0,0.0,0,0,0,33.33
1785126655.687,6.9,100.0,72.53,19.0,0.0,0,0,0,33.28
1785126656.688,7.8,100.0,72.54,18.0,0.0,0,0,0,33.18
1785126657.688,6.8,100.0,72.52,24.0,0.0,0,0,0,33.18
1785126658.688,6.7,100.0,72.50,33.0,0.0,0,0,0,33.27
1785126659.688,6.4,100.0,72.51,24.0,0.0,0,0,0,33.23
1785126660.688,6.9,100.0,72.52,24.0,0.0,0,0,0,33.22
1785126661.688,6.4,100.0,72.50,24.0,0.0,0,0,0,33.27
1785126662.688,7.0,100.0,72.54,27.0,0.0,0,0,0,33.27
1785126663.688,7.0,100.0,72.67,85.0,0.0,0,0,0,33.23
1785126664.688,8.3,100.0,72.78,103.0,0.0,0,0,0,33.23
1785126665.689,9.1,100.0,72.86,100.0,0.0,0,0,0,33.22
1785126666.689,6.5,99.0,72.91,18.0,0.0,0,0,0,33.23
1785126667.689,7.3,100.0,73.09,54.0,0.0,0,0,0,33.28
1785126668.689,9.0,100.0,73.09,193.8,0.0,0,0,0,33.27
1785126669.689,8.4,100.0,73.09,29.0,0.0,0,0,0,33.23
1785126670.689,8.8,100.0,73.10,36.0,0.0,0,0,0,33.24
1785126671.689,7.2,100.0,73.11,23.0,0.0,0,0,0,33.24
1785126672.689,6.5,100.0,73.13,25.0,0.0,0,0,0,33.14
1785126673.689,7.5,100.0,73.14,32.0,0.0,0,0,0,33.14
1785126674.689,6.8,100.0,73.15,21.0,0.0,0,0,0,33.27
1785126675.690,5.4,100.0,73.15,14.0,0.0,0,0,0,33.32
